County,01/01/2021,01/02/2021,01/03/2021,01/04/2021,01/05/2021,01/06/2021,01/07/2021,01/08/2021,01/09/2021,01/10/2021,01/11/2021,01/12/2021,01/13/2021,01/14/2021,01/15/2021,01/16/2021,01/17/2021,01/18/2021,01/19/2021,01/20/2021,01/21/2021,01/22/2021,01/23/2021,01/24/2021,01/25/2021,01/26/2021,01/27/2021,01/28/2021,01/29/2021,01/30/2021,01/31/2021,02/01/2021,02/02/2021,02/03/2021,02/04/2021,02/05/2021,02/06/2021,02/07/2021,02/08/2021,02/09/2021,02/10/2021,02/11/2021,02/12/2021,02/13/2021,02/14/2021,02/15/2021,02/16/2021,02/17/2021,02/18/2021,02/19/2021,02/20/2021,02/21/2021,02/22/2021,02/23/2021,02/24/2021,02/25/2021,02/26/2021,02/27/2021,02/28/2021,03/01/2021,03/02/2021,03/03/2021,03/04/2021,03/05/2021,03/06/2021,03/07/2021,03/08/2021,03/09/2021,03/10/2021,03/11/2021,03/12/2021,03/13/2021,03/14/2021,03/15/2021,03/16/2021,03/17/2021,03/18/2021,03/19/2021,03/20/2021,03/21/2021,03/22/2021,03/23/2021,03/24/2021,03/25/2021,03/26/2021,03/27/2021,03/28/2021,03/29/2021,03/30/2021,03/31/2021,04/01/2021,04/02/2021,04/03/2021,04/04/2021,04/05/2021,04/06/2021,04/07/2021,04/08/2021,04/09/2021,04/10/2021,04/11/2021,04/12/2021,04/13/2021,04/14/2021,04/15/2021,04/16/2021,04/17/2021,04/18/2021,04/19/2021,04/20/2021,04/21/2021,04/22/2021,04/23/2021,04/24/2021,04/25/2021,04/26/2021,04/27/2021,04/28/2021,04/29/2021,04/30/2021,05/01/2021,05/02/2021,05/03/2021,05/04/2021,05/05/2021,05/06/2021,05/07/2021,05/08/2021,05/09/2021,05/10/2021,05/11/2021,05/12/2021,05/13/2021,05/14/2021,05/15/2021,05/16/2021,05/17/2021,05/18/2021,05/19/2021,05/20/2021,05/21/2021,05/22/2021,05/23/2021,05/24/2021,05/25/2021,05/26/2021,05/27/2021,05/28/2021,05/29/2021,05/30/2021,05/31/2021,06/01/2021,06/02/2021,06/03/2021,06/04/2021,06/05/2021,06/06/2021,06/07/2021,06/08/2021,06/09/2021,06/10/2021,06/11/2021,06/12/2021,06/13/2021,06/14/2021,06/15/2021,06/16/2021,06/17/2021,06/18/2021,06/19/2021,06/20/2021,06/21/2021,06/22/2021,06/23/2021,06/24/2021,06/25/2021,06/26/2021,06/27/2021,06/28/2021,06/29/2021,06/30/2021,07/01/2021,07/02/2021,07/03/2021,07/04/2021,07/05/2021,07/06/2021,07/07/2021,07/08/2021,07/09/2021,07/10/2021,07/11/2021,07/12/2021,07/13/2021,07/14/2021,07/15/2021,07/16/2021,07/17/2021,07/18/2021,07/19/2021,07/20/2021,07/21/2021,07/22/2021,07/23/2021,07/24/2021,07/25/2021,07/26/2021,07/27/2021,07/28/2021,07/29/2021,07/30/2021,07/31/2021,08/01/2021,08/02/2021,08/03/2021,08/04/2021,08/05/2021,08/06/2021,08/07/2021,08/08/2021,08/09/2021,08/10/2021,08/11/2021,08/12/2021,08/13/2021,08/14/2021,08/15/2021,08/16/2021,08/17/2021,08/18/2021,08/19/2021,08/20/2021,08/21/2021,08/22/2021,08/23/2021,08/24/2021,08/25/2021,08/26/2021,08/27/2021,08/28/2021,08/29/2021,08/30/2021,08/31/2021,09/01/2021,09/02/2021,09/03/2021,09/04/2021,09/05/2021,09/06/2021,09/07/2021,09/08/2021,09/09/2021,09/10/2021,09/11/2021,09/12/2021,09/13/2021,09/14/2021,09/15/2021,09/16/2021,09/17/2021,09/18/2021,09/19/2021,09/20/2021,09/21/2021,09/22/2021,09/23/2021,09/24/2021,09/25/2021,09/26/2021,09/27/2021,09/28/2021,09/29/2021,09/30/2021,10/01/2021,10/02/2021,10/03/2021,10/04/2021,10/05/2021,10/06/2021,10/07/2021,10/08/2021,10/09/2021,10/10/2021,10/11/2021,10/12/2021,10/13/2021,10/14/2021,10/15/2021,10/16/2021,10/17/2021,10/18/2021,10/19/2021,10/20/2021,10/21/2021,10/22/2021,10/23/2021,10/24/2021,10/25/2021,10/26/2021,10/27/2021,10/28/2021,10/29/2021,10/30/2021,10/31/2021,11/01/2021,11/02/2021,11/03/2021,11/04/2021,11/05/2021,11/06/2021,11/07/2021,11/08/2021,11/09/2021,11/10/2021,11/11/2021,11/12/2021,11/13/2021,11/14/2021,11/15/2021,11/16/2021,11/17/2021,11/18/2021,11/19/2021,11/20/2021,11/21/2021,11/22/2021,11/23/2021,11/24/2021,11/25/2021,11/26/2021,11/27/2021,11/28/2021,11/29/2021,11/30/2021,12/01/2021,12/02/2021,12/03/2021,12/04/2021,12/05/2021,12/06/2021,12/07/2021,12/08/2021,12/09/2021,12/10/2021,12/11/2021,12/12/2021,12/13/2021,12/14/2021,12/15/2021,12/16/2021,12/17/2021,12/18/2021,12/19/2021,12/20/2021,12/21/2021,12/22/2021,12/23/2021,12/24/2021,12/25/2021,12/26/2021,12/27/2021,12/28/2021,12/29/2021,12/30/2021,12/31/2021
Bastrop,19,0,4,0,62,42,39,12,38,16,0,5,26,37,39,32,6,1,8,16,35,34,16,0,4,8,34,46,24,39,10,655,101,49,39,43,11,2,31,20,12,31,29,14,-4,0,44,9,1,0,1,0,0,9,7,9,13,6,0,17,7,7,14,9,6,0,13,3,5,13,13,4,0,9,0,18,6,3,13,0,13,4,1,6,9,12,0,22,3,10,2,4,16,0,12,10,7,7,0,9,0,31,10,10,2,2,13,0,17,11,23,7,12,7,0,17,15,20,12,7,11,0,18,3,3,1,5,11,0,7,6,0,7,11,4,0,10,6,0,21,7,3,0,8,5,2,13,3,1,0,0,0,5,5,-7,2,0,7,0,2,5,4,5,0,1,8,4,4,2,3,0,6,0,11,3,0,21,0,7,6,3,2,7,0,0,11,3,0,5,3,14,0,7,16,6,17,12,11,0,0,12,17,17,13,32,0,51,29,48,20,20,50,0,87,20,46,33,39,44,0,87,34,44,22,64,63,0,76,48,85,47,49,61,0,55,52,66,13,33,44,0,87,21,34,49,103,39,0,110,66,31,70,45,18,0,81,44,62,19,45,22,0,0,49,28,27,-1,43,0,41,7,26,13,17,20,0,35,17,18,18,10,12,0,24,23,14,12,10,16,0,19,9,15,8,15,5,0,16,3,6,0,21,9,0,15,4,2,3,0,0,0,3,4,6,2,5,0,9,0,21,3,10,7,0,0,11,2,11,0,0,0,0,38,3,12,9,10,6,7,4,12,3,15,6,13,4,5,10,7,12,5,11,11,15,16,18,20,21,19,14,26,35,22,31,13
Baylor,0,0,0,0,0,0,0,1,2,0,0,2,0,1,1,0,0,0,0,1,0,2,0,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,3,1,0,0,0,4,0,0,0,2,0,0,0,-1,2,0,1,0,0,1,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,1,2,0,0,1,0,0,0,0,0,0,3,0,1,0,0,0,0,1,0,1,0,0,0,0,2,0,0,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3
Bee,7,0,39,0,36,44,-7,11,22,22,0,30,27,23,10,10,24,0,21,10,12,-4,25,15,0,25,1,9,2,18,18,0,23,19,1,6,17,10,0,5,13,4,6,25,20,0,24,4,0,2,0,4,0,-1,48,0,-2,-1,3,0,9,-13,-8,9,8,8,0,5,-6,14,-1,-11,1,0,8,-2,1,0,10,2,0,2,9,5,1,1,0,0,-3,0,-7,-4,7,0,0,7,-3,5,2,11,2,0,-8,-4,-7,8,15,0,0,-13,-7,2,-2,1,0,0,0,1,2,-4,5,-2,0,8,-9,6,2,-4,0,0,3,1,10,-4,-3,1,0,3,6,-7,3,3,2,0,-2,-1,-1,3,7,0,0,0,1,-8,-4,1,1,0,-1,2,-4,3,-2,0,0,10,-3,0,12,-7,1,0,-2,-2,4,-1,11,0,0,3,0,0,-5,0,-1,0,0,10,-11,2,9,2,0,3,-3,10,4,1,1,0,11,-1,7,7,7,1,0,10,0,12,18,10,0,0,40,30,11,23,15,26,0,51,33,21,29,7,20,0,38,34,26,66,16,5,0,37,65,49,14,33,10,0,40,19,25,46,5,21,0,0,43,18,19,7,10,0,38,18,11,20,6,7,0,10,-15,7,10,13,7,0,16,8,14,6,-2,7,0,12,-4,2,8,12,5,0,0,-13,11,-2,0,0,0,6,-1,0,2,3,2,0,6,1,0,6,3,3,0,5,4,-3,-4,3,4,0,20,0,2,0,-2,1,0,1,2,-2,5,-5,0,0,-1,-2,0,0,0,0,5,5,13,8,0,2,1,1,3,2,2,3,2,0,1,3,3,0,0,4,0,2,1,2,4,3,2,2,2,7,2,2,8
Bell,308,0,0,0,592,295,436,330,220,0,0,494,269,270,209,159,0,0,0,559,77,206,145,0,0,253,160,125,117,575,0,0,287,227,106,144,109,0,0,173,99,113,62,73,0,0,0,26,0,0,0,0,0,87,88,77,84,63,0,0,80,41,49,60,33,0,0,61,49,32,54,46,0,0,61,62,25,22,38,0,0,34,41,31,29,42,0,0,49,65,59,19,0,0,0,95,17,20,24,0,0,0,60,49,20,44,0,0,0,100,29,47,35,0,0,0,64,22,17,39,0,0,0,90,25,10,26,0,0,0,50,39,15,16,0,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,10,0,0,15,12,13,13,0,0,0,22,0,15,0,0,18,0,17,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,255,0,378,0,81,46,78,130,68,0,0,129,0,228,108,106,0,0,249,74,33,286,189,0,0,0,444,176,176,116,0,0,200,143,160,179,220,0,0,442,133,161,314,177,0,0,0,449,122,189,105,0,0,0,459,123,101,238,0,0,272,149,289,142,190,0,0,269,108,140,76,127,0,0,0,271,152,129,94,0,0,0,241,0,91,159,0,0,0,597,0,64,55,0,0,68,26,47,34,0,0,0,0,142,0,112,48,0,0,57,47,67,32,0,0,0,60,18,87,0,36,0,0,53,8,0,76,29,0,0,0,0,0,0,0,0,0,0,15,21,22,17,33,24,29,13,43,19,25,20,21,18,22,30,15,45,18,52,37,36,64,61,48,48,116,49,74,37,22
Bexar,0,0,3137,1907,1018,1613,1636,775,750,1167,2718,1355,2022,890,1600,2600,2597,1549,0,3241,607,2343,2054,1561,200,1809,573,1195,1604,1444,1980,126,2256,1141,862,737,1688,453,1872,158,1285,493,790,606,598,0,0,0,0,0,0,1848,54,220,227,294,324,421,392,318,266,225,95,214,259,116,17,209,127,64,299,120,56,164,125,165,155,64,75,234,115,137,104,84,169,170,121,261,126,121,90,192,0,0,0,524,210,215,124,199,0,0,612,179,192,56,12,0,0,374,357,205,170,41,0,0,578,98,286,209,216,0,0,567,143,60,136,101,0,0,586,98,108,201,92,0,0,318,137,90,100,45,0,0,376,87,6,128,108,0,0,0,0,0,406,68,0,0,0,0,309,0,0,0,0,0,0,496,0,0,0,0,0,0,533,0,0,0,0,0,0,578,0,0,0,0,0,0,597,0,0,0,0,0,0,1394,0,0,0,0,0,0,1832,0,0,0,0,0,2901,0,1853,0,0,0,0,4842,0,0,4021,0,0,0,0,0,0,9005,0,0,5034,1504,1467,0,0,0,2402,2438,1667,1136,0,1215,0,1467,2650,755,0,1723,0,0,0,2257,4421,0,0,0,0,2088,2329,0,1735,638,671,0,0,0,1764,774,512,0,0,621,1570,0,356,929,0,0,0,311,1427,40,359,0,0,0,1465,341,0,465,0,0,0,962,0,0,461,176,0,172,664,117,0,326,0,0,144,0,481,128,95,0,0,236,466,0,120,186,0,0,301,0,597,0,420,110,0,0,5,0,744,0,0,0,111,651,165,194,187,267,247,234,334,268,247,193,275,127,253,212,206,216,244,241,255,369,465,373,310,598,765,324,881,690,425,497,716
Blanco,5,0,1,0,2,3,2,4,0,4,0,0,2,1,4,1,0,0,0,3,1,3,0,0,0,1,0,10,3,0,0,71,15,9,6,7,4,0,2,8,2,3,4,-5,-1,0,3,0,0,0,1,0,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,2,0,0,0,1,0,0,1,0,0,0,-1,1,1,1,0,1,3,2,1,0,0,0,2,2,0,0,0,0,0,0,1,3,0,2,1,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,-1,0,0,1,1,0,4,1,0,0,2,0,0,2,0,2,0,0,0,5,1,3,0,0,0,0,0,1,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,2,1,1,1,1,0,0,0,5,1,-1,1,0,4,5,1,2,0,3,0,1,1,2,5,3,6,0,6,2,6,1,7,2,0,4,2,6,1,12,1,0,5,4,11,3,2,10,0,3,0,5,3,11,2,0,6,3,4,6,5,0,0,2,3,3,4,2,3,0,0,9,6,8,0,4,0,4,0,3,2,2,0,0,8,3,1,2,0,1,0,1,0,0,2,1,2,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,2,3,0,0,0,0,0,0,2,0,0,2,0,5,1,1,0,0,0,2,0,0,0,0,0,0,2,0,4,1,3,2,8,1,4,2,2,0,4,0,4,4,1,0,0,1,0,3,3,4,1,4,0,2,3,5,3,2,4
Borden,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
Bosque,8,0,0,0,15,2,2,2,25,17,0,-1,3,12,9,3,0,0,2,8,7,1,1,0,0,3,0,5,3,0,1,118,15,4,13,4,3,3,3,1,4,1,3,5,0,0,10,2,0,4,0,0,0,2,2,2,8,1,0,3,1,0,2,0,1,0,1,3,0,3,1,1,0,2,0,3,0,0,3,0,2,2,0,2,0,1,0,0,1,1,-1,0,1,0,0,1,1,2,1,1,0,3,0,2,0,0,0,0,0,2,0,1,1,3,0,0,0,2,1,0,0,0,0,1,0,0,3,1,0,0,1,0,0,2,3,0,0,2,0,3,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,3,0,1,0,2,0,0,3,4,2,2,0,4,0,0,1,1,3,0,4,0,2,10,13,6,0,8,0,11,3,9,7,0,1,0,5,4,9,7,18,0,0,7,6,7,1,5,2,0,7,3,8,6,5,4,0,4,1,6,1,12,5,0,12,20,5,6,2,21,0,18,5,5,6,6,6,0,0,14,4,0,0,13,0,8,0,3,2,2,4,0,2,3,4,0,1,2,0,3,1,1,1,0,0,0,2,0,1,0,2,1,0,2,0,0,0,0,0,0,1,1,0,0,0,3,0,0,1,1,2,0,0,0,0,0,2,1,1,2,0,1,0,0,0,0,0,0,2,2,0,0,1,2,5,0,6,1,8,12,3,0,0,2,6,2,2,2,2,1,2,7,2,2,2,0,5,0,2,1,9
Bowie,49,13,93,16,8,18,35,20,24,25,26,29,43,16,82,45,0,43,35,7,19,14,15,0,0,31,511,8,19,13,1,20,33,18,10,14,14,0,37,20,15,15,29,11,10,21,12,4,6,4,1,1,1,5,-1,-1,3,28,6,0,19,4,7,4,17,0,1,-5,6,9,-3,-1,1,2,7,3,-1,1,7,4,1,-1,0,8,3,5,0,7,-1,3,2,2,4,1,6,-4,-5,-1,1,1,1,0,1,-3,-2,-5,-1,6,1,1,3,2,2,9,2,2,0,2,4,0,6,1,0,5,4,4,-1,5,4,0,7,2,3,3,0,3,3,1,2,5,-4,4,4,4,2,1,5,-1,1,2,0,12,-2,5,0,2,1,1,-1,1,-2,-1,2,2,1,3,0,2,5,45,1,2,0,-2,0,3,8,0,1,7,0,2,-3,6,2,2,4,-4,5,8,5,1,0,10,-1,5,8,22,0,0,8,7,7,6,10,26,7,9,12,4,18,20,18,9,13,8,14,14,23,6,15,36,26,4,18,39,6,0,88,37,15,4,65,12,0,34,54,13,47,39,62,0,49,90,24,92,82,76,25,38,83,61,-7,74,0,0,103,23,30,28,44,0,0,44,13,25,13,21,0,0,45,10,20,17,11,0,0,28,3,9,10,15,0,0,27,6,7,11,13,0,0,15,5,2,9,0,7,0,19,-20,0,10,5,0,0,10,-1,0,3,9,0,0,9,-3,4,9,3,0,0,0,3,-1,0,6,0,0,16,7,0,0,0,0,4,17,6,5,5,3,2,4,4,9,15,20,13,6,5,6,46,14,25,18,7,5,12,8,10,23,2,1,11,19,13,8,6
Brazoria,196,0,152,0,603,192,236,187,166,192,244,221,146,222,246,247,154,158,101,88,140,127,208,194,0,333,82,78,182,191,118,21,185,163,161,145,87,105,101,22,137,73,125,52,180,63,76,-18,-5,84,18,30,0,642,45,126,200,-43,117,0,49,66,17,167,0,124,9,92,81,65,45,90,63,50,36,66,58,37,-1,87,0,126,44,38,83,53,24,67,35,24,74,-25,1,132,0,-12,133,34,58,59,17,40,70,36,39,30,0,31,50,25,80,17,33,-8,50,-2,44,9,50,52,8,0,56,-35,92,10,28,0,56,0,-24,85,14,26,9,5,0,0,77,45,-9,-15,0,0,0,64,-14,9,0,0,0,0,19,58,3,11,0,0,2,57,5,53,5,0,0,-11,27,24,23,16,0,0,4,25,23,7,17,0,0,13,-2,26,28,27,-2,0,0,9,101,0,26,0,0,57,30,120,120,91,0,0,62,41,87,107,40,0,0,82,289,92,228,64,0,0,191,392,193,0,466,0,0,145,509,174,343,161,0,0,227,543,558,198,185,0,0,0,573,269,260,231,0,0,111,649,12,410,515,0,0,0,143,1271,136,202,0,0,267,16,16,534,529,0,0,215,357,157,146,101,0,0,138,279,124,2,237,0,0,114,225,173,50,182,0,0,115,142,100,81,82,0,0,35,0,0,0,0,0,0,0,0,457,32,42,0,0,64,59,30,16,0,0,0,74,77,21,0,28,0,0,0,150,21,0,72,0,0,37,69,0,0,0,0,46,21,42,31,55,41,35,38,42,32,50,54,53,45,73,66,91,104,123,184,191,238,217,308,327,332,466,316,482,273,480,289,270
Brazos,0,0,0,0,417,152,162,175,0,0,0,0,662,0,222,172,0,0,0,413,103,101,0,0,0,434,106,105,117,143,0,0,310,61,108,90,102,0,0,282,40,100,32,48,0,0,0,0,0,0,0,0,0,313,59,125,90,121,0,0,110,97,42,114,77,0,0,62,43,112,91,118,0,0,117,74,93,112,72,0,0,78,44,146,88,66,0,0,105,29,75,38,0,0,0,38,50,67,49,40,0,0,72,60,0,115,105,0,0,95,36,37,20,34,0,0,61,62,39,12,37,0,0,45,20,48,44,30,0,0,42,33,40,4,22,0,0,34,25,7,12,15,0,0,24,6,22,14,27,0,0,0,31,21,15,20,0,0,33,37,20,17,6,0,0,11,28,22,8,12,0,0,22,22,13,18,5,0,0,16,25,17,2,21,0,0,0,16,33,19,5,0,0,13,28,35,17,20,0,0,32,40,52,17,63,0,0,48,46,61,34,86,0,0,42,65,76,56,52,0,0,95,106,109,81,0,0,91,60,64,78,0,181,0,0,105,114,143,104,0,0,269,0,127,130,117,0,0,152,0,245,165,304,177,0,0,172,158,188,245,0,0,204,367,230,391,242,144,0,0,219,446,386,345,202,0,0,129,172,318,0,0,108,0,74,46,0,63,38,0,32,0,45,0,9,0,51,0,4,17,45,0,15,0,8,0,12,9,13,0,0,0,11,46,29,28,0,0,18,18,20,0,17,22,0,0,48,0,22,0,0,0,0,29,27,27,24,19,6,12,10,11,8,10,10,14,21,14,23,30,33,39,33,31,50,124,172,75,206,215,92,56,68,61,58
Brewster,3,3,2,0,1,0,0,20,1,3,5,2,1,-1,1,4,11,1,5,2,2,4,3,0,2,-11,-28,-100,-16,-1,0,7,2,-4,6,3,0,2,0,0,6,1,1,4,1,1,0,-5,0,1,0,0,1,0,0,-1,2,0,-1,0,1,13,-2,1,0,1,0,0,1,1,1,4,-1,0,0,0,1,2,0,3,0,0,1,0,2,0,0,0,0,0,0,2,0,3,0,2,0,0,0,0,0,0,0,0,-1,-1,2,1,0,0,0,1,0,0,0,0,2,1,1,0,-1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,-1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,-1,0,0,0,0,-1,1,1,0,0,0,-2,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,1,2,0,1,1,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0,0,2,-2,0,0,0,0,0,3,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,4,1,0,0,0,0,0,0,1,2,0,2,0,0,0,1,0,0,2,0,2,0,0,0,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,1,0,2,1,1,0,0,0,0,1,1,0,1,0,0,1,1,-1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,1
Briscoe,2,0,0,0,0,3,1,3,1,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,-1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,-2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,0,2,-2,0,0,0,0,1,0,1,0,0,0,2,2,1,0,1,0,0,2,0,0,-1,0,0,0,0,1,0,0,2,0,0,1,0,1,1,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,2,1,0,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,3,0,0,2,1,0,0,4,1,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,4,0,0,0,6,0,1,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0
Brooks,0,0,1,0,11,17,0,1,3,2,0,10,4,10,0,3,4,0,1,7,2,0,3,0,0,5,1,5,1,6,3,0,2,3,0,1,0,2,0,0,0,0,1,1,2,0,3,1,0,1,0,0,0,1,0,0,0,0,3,0,1,2,0,0,3,0,0,0,2,0,1,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,3,0,-3,0,0,3,1,0,1,0,0,0,0,2,0,1,0,0,0,1,1,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,1,1,1,1,2,0,0,0,2,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,2,0,4,0,0,3,1,1,0,0,0,1,0,0,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,5,0,0,0,2,4,0,0,0,0,0,1,2,1,2,0,2,1,5,0,2,3,0,0,1,6,0,7,1,0,2,4,9,6,2,1,0,1,3,3,1,1,2,0,2,3,4,3,0,0,0,0,9,1,2,0,1,0,4,0,4,2,1,0,0,0,0,2,3,0,0,0,2,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,2,0,2
Brown,52,0,0,0,27,42,20,36,27,0,0,26,56,16,19,20,0,0,0,44,13,3,26,0,0,21,15,14,15,8,0,0,20,0,0,2,0,0,0,0,0,0,0,69,0,0,0,0,0,0,9,0,0,0,0,0,0,15,0,0,0,0,0,0,23,0,0,0,0,0,0,13,0,0,0,0,0,0,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,8,0,0,0,0,0,0,10,0,0,0,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,25,0,0,0,0,0,0,10,0,0,0,0,0,0,14,0,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,0,0,13,0,0,0,0,0,0,23,0,0,0,0,0,0,54,0,0,0,0,0,0,81,0,0,0,0,0,0,74,0,0,0,0,0,0,72,0,0,0,0,0,0,89,0,0,0,0,0,0,118,0,0,0,0,0,0,0,0,152,0,0,0,0,150,0,0,0,0,0,0,0,0,99,0,0,0,0,118,0,0,0,0,0,0,57,0,0,0,0,0,0,0,46,0,0,0,0,0,22,0,0,0,0,0,0,0,29,0,0,0,0,0,31,0,0,0,0,0,0,16,0,0,0,0,0,0,20,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,9,1,1,2,1,3,6,12,7,3,7,1,2,2,0,7,7,11,0,1,7,10,5,2,4,1,6,4,20,12,3
